e.emp_id,e.name,e.salary,e.department,salary_rank
421,Tristan Thomas,86285,Finance,109
179,Wanda Carrillo,85188,Finance,110
18,William Taylor,84772,Finance,111
802,Samuel Miller,84626,Finance,112
611,Christopher Taylor,84358,Finance,113
725,Timothy Grant,82953,Finance,114
285,Brett Bell,81637,Finance,115
959,Steven Hendrix,81565,Finance,116
710,Logan Houston,80380,Finance,117
811,Anthony Anderson,79784,Finance,118
362,Kim Leach,79629,Finance,119
109,Daniel Garcia,79394,Finance,120
253,Cynthia Fischer,79106,Finance,121
493,Barbara Jackson,77241,Finance,122
152,Michele Johnson,76826,Finance,123
547,Joseph Thompson,76591,Finance,124
874,Richard Brown,75780,Finance,125
837,Steven Charles,75635,Finance,126
215,Wayne Harris,75634,Finance,127
121,Ashley Burke,74290,Finance,128
24,Bonnie Wilson,74271,Finance,129
969,Mark Casey,74262,Finance,130
187,Christina Garza,74072,Finance,131
401,William Young,74063,Finance,132
415,Richard Montgomery,72973,Finance,133
677,Karen Flores,72688,Finance,134
926,Dawn Johnson,72553,Finance,135
681,John Horton,72195,Finance,136
170,Lori Cortez DDS,72084,Finance,137
578,James Price,71199,Finance,138
45,Thomas Hester,70787,Finance,139
642,Shelby Stein,68333,Finance,140
952,Neil Hunt,67980,Finance,141
808,Julie Hull,67098,Finance,142
688,Tina James,67096,Finance,143
832,Brenda Hill,67009,Finance,144
330,Mitchell Williams,66475,Finance,145
480,Monica Castro,65716,Finance,146
197,Miss Karen Larson MD,65533,Finance,147
757,Gregory Parsons,65166,Finance,148
394,Vicki Hood,64918,Finance,149
932,David Perez,64523,Finance,150
908,Dalton Davis,63939,Finance,151
419,Brendan Davis,63481,Finance,152
903,Brandon Patel,63432,Finance,153
801,Jacqueline Gonzalez,63059,Finance,154
644,Shawn Castillo,63009,Finance,155
127,Robert Gibson,62765,Finance,156
516,Megan Thomas,61461,Finance,157
254,Kevin Wong,60311,Finance,158
767,Ryan Mcguire,59831,Finance,159
154,Michael Martin,59083,Finance,160
13,Benjamin Rodriguez,58699,Finance,161
608,Damon Stone,58078,Finance,162
602,Dr. Tanner Henderson,57717,Finance,163
947,Nicholas Taylor,57019,Finance,164
554,Timothy Salazar,56962,Finance,165
287,Tiffany Hart,56872,Finance,166
994,Steven Wilcox,56844,Finance,167
173,John Norman,56839,Finance,168
793,Adam Gomez,55362,Finance,169
227,Jenna Kennedy,54951,Finance,170
813,Catherine King,54064,Finance,171
328,Juan Sanchez,53728,Finance,172
750,Emily Morris,53370,Finance,173
402,Stephanie Walters,53180,Finance,174
368,Colton Jones,53031,Finance,175
350,Joshua Hansen,53008,Finance,176
365,Mrs. Paula Wright PhD,52624,Finance,177
342,Mary Harris,52582,Finance,178
107,Julia Foster,50757,Finance,179
796,Cindy Robinson,50713,Finance,180
435,Mark Rodriguez MD,50351,Finance,181
984,Mary Russo,50340,Finance,182
991,Michael Morrison,49752,Finance,183
124,Katherine Barton,48997,Finance,184
207,Cheryl Williams,48537,Finance,185
149,Pamela May,46947,Finance,186
9,Jordan Wilson,46869,Finance,187
560,Susan George,46810,Finance,188
974,Steven Frederick,45633,Finance,189
849,Latoya Fernandez,44947,Finance,190
737,Jonathan English,43835,Finance,191
163,Anthony Vasquez,43804,Finance,192
763,Jeffrey Olson,43212,Finance,193
809,Elizabeth Koch,43059,Finance,194
131,Stephanie Herring,42923,Finance,195
603,Amber Solomon,42192,Finance,196
406,Matthew Romero,42059,Finance,197
403,Norman Roberts,41455,Finance,198
562,Brady Cook,41060,Finance,199
234,Rhonda Jones,148521,HR,1
30,Gregory Brown,148323,HR,2
356,Pamela Thomas,147578,HR,3
593,Karen Manning,147126,HR,4
426,Elizabeth Powell,145625,HR,5
923,Brittany Wilson,144613,HR,6
235,Rodney Aguilar,144413,HR,7
656,Jeffrey Jones,144386,HR,8
686,Jason Miller,144136,HR,9
931,Maria Hill,143574,HR,10
708,Casey Fry,143304,HR,11
391,Danielle Pierce,142621,HR,12
65,George Neal,142513,HR,13
239,Alexandra George,142086,HR,14
133,Kimberly Ramirez,141440,HR,15
863,Mitchell Welch,140037,HR,16
140,James Hawkins,140037,HR,16
238,Julia Hammond,139263,HR,18
250,Shane Davis,138616,HR,19
393,Cynthia Durham,138460,HR,20
218,Jennifer Mcbride,138197,HR,21
16,Andrea Duffy,136842,HR,22
971,Rhonda Ortega,136131,HR,23
339,Kathy Harrell,135861,HR,24
360,Julie Martin,135019,HR,25
129,Laura Brown,134286,HR,26
301,Andrea Washington,132643,HR,27
524,Erika Haley,131411,HR,28
349,Lauren Thomas,131316,HR,29
35,Jose Shaw,130801,HR,30
899,Miranda Kelly,130775,HR,31
167,Christopher Howard,129730,HR,32
236,Jason Garcia,129472,HR,33
155,Christina Erickson,129088,HR,34
641,Robert Espinoza,128964,HR,35
894,Jeremy Warren,128778,HR,36
213,Mariah Wilkinson MD,128020,HR,37
532,Lisa Hunter,126113,HR,38
5,Tom Hart,125253,HR,39
255,Andrew Forbes,124688,HR,40
497,Jessica Coleman,124564,HR,41
97,Stephanie Carter,124430,HR,42
518,Ian Miller,124242,HR,43
711,Emma Mullen,124213,HR,44
266,Jessica Chavez,123700,HR,45
386,Jill Graham,123625,HR,46
487,David Smith,123386,HR,47
877,Tristan Lopez,122348,HR,48
226,Elizabeth Wagner,121559,HR,49
237,Kathryn Johnson,120162,HR,50
470,Haley Mcclure,120083,HR,51
313,Robert Hernandez,119851,HR,52
993,Daniel Porter,119733,HR,53
214,Joshua Fitzgerald,118567,HR,54
389,Robert Andrews,118030,HR,55
404,Paul Reynolds,117464,HR,56
78,Jesse Jackson,117432,HR,57
378,Justin Howard,115896,HR,58
979,John Yoder,115850,HR,59
369,Alicia Sullivan,115735,HR,60
291,Anthony Evans,114057,HR,61
834,Laura Reilly,113641,HR,62
60,Zachary Stephens,113619,HR,63
545,Madison Moore,112817,HR,64
410,Nicholas Floyd,111768,HR,65
878,Evelyn Smith,111527,HR,66
668,Brandon Padilla,111299,HR,67
605,Michael Graham,110511,HR,68
514,Theresa Solis,108574,HR,69
132,Eric Harris,106303,HR,70
353,Micheal Cisneros,105743,HR,71
387,Ryan Alexander,105729,HR,72
212,Robert West,104538,HR,73
529,Patricia Cox,104162,HR,74
324,Corey Bates,103966,HR,75
347,Felicia Martin,103513,HR,76
164,Angela Carter,103247,HR,77
663,Jennifer Cook,101183,HR,78
828,Sarah Hardy,100235,HR,79
137,Craig Moore,99885,HR,80
980,Kaitlyn Ball,99570,HR,81
840,Joseph Holt,98512,HR,82
675,Jason Edwards,98087,HR,83
53,Mr. Justin Garcia,97882,HR,84
783,Edward Chavez,97778,HR,85
536,Daniel Anderson,97725,HR,86
934,Mariah Burnett,97579,HR,87
628,Joseph Combs,96030,HR,88
327,Patrick Watson,95891,HR,89
233,Carl Fisher,95835,HR,90
73,Megan Ramos,95597,HR,91
461,Laura Briggs,95578,HR,92
282,Edward Jenkins,94819,HR,93
62,Natalie Rivera,94603,HR,94
654,Michael Hale,94541,HR,95
572,Miss Elizabeth Ball,94540,HR,96
803,Laura Moreno,94418,HR,97
975,Roger Williams,93890,HR,98
465,Amber Williams,92451,HR,99
723,Jeremy Cunningham,90983,HR,100
92,Denise Waters,89182,HR,101
841,Samantha Miller,87858,HR,102
977,Jeffrey Phillips,85615,HR,103
800,Bryan Peterson,84043,HR,104
423,Edward Fisher III,83987,HR,105
780,Allen Barnes,83985,HR,106
561,Michael Thomas,83886,HR,107
186,Rachel Gonzalez,83544,HR,108
862,Angela Sheppard,83495,HR,109
672,Linda Hahn,83440,HR,110
997,Brenda Cruz,83146,HR,111
418,Rachel Hill,83108,HR,112
574,Mr. David Bush,82631,HR,113
122,Emily Cervantes,82581,HR,114
225,Jennifer Riggs,81705,HR,115
468,Brett Merritt,79873,HR,116
430,Jeanette Bradford,79787,HR,117
208,Sarah Barrett,79360,HR,118
243,Regina Nicholson,79226,HR,119
26,Lisa Molina,78853,HR,120
333,Brittany Harper,78681,HR,121
405,Ryan Bentley,78413,HR,122
843,Lisa Rios,78121,HR,123
41,Kimberly Ritter,77943,HR,124
956,Heather Thompson,77040,HR,125
653,Brandon Carroll,75527,HR,126
915,Taylor Norris,75394,HR,127
245,Anthony Mckenzie,75304,HR,128
440,Heather Ferguson,75119,HR,129
399,Dr. Sandra Wallace,74284,HR,130
441,David Perkins,74052,HR,131
762,Tina Watson,73133,HR,132
582,Douglas Hudson,73019,HR,133
930,Jorge Hanson,71396,HR,134
407,Darrell Ray,70415,HR,135
488,Peter Faulkner,70412,HR,136
540,Michael Schmidt,69988,HR,137
842,Shaun Wilson,69903,HR,138
871,Veronica White,69885,HR,139
909,Jessica Lopez,69707,HR,140
587,Paul Richardson,69456,HR,141
942,Barbara Espinoza,67804,HR,142
673,Charles King,67642,HR,143
961,Robert Odonnell,66683,HR,144
752,Cody Anderson,66599,HR,145
575,Jennifer Thompson,66543,HR,146
773,Tiffany Kelly,66278,HR,147
806,Sandra Cisneros,66177,HR,148
337,Edward Simon,64627,HR,149
143,Rebecca Carter,64090,HR,150
85,David Mcbride,62832,HR,151
632,Eric Bonilla,62243,HR,152
898,Shannon Jordan,62184,HR,153
19,Jenny Schmitt,60820,HR,154
768,Carlos Klein,60507,HR,155
669,Claire Mullen,60177,HR,156
36,John Gray,59921,HR,157
617,Sheila Stanley,58717,HR,158
804,Charles Davis,58710,HR,159
128,Richard Yang,58543,HR,160
89,David Rogers,57912,HR,161
336,Laura Cervantes,57325,HR,162
263,Alan Taylor,55320,HR,163
88,Sarah Tyler,54858,HR,164
990,Victor Hernandez,54222,HR,165
241,Michael Clements,53577,HR,166
867,Evan Sanchez,52203,HR,167
280,David Miller,51861,HR,168
913,Nichole Underwood,50704,HR,169
300,Charles Meyer,50390,HR,170
764,Olivia Reed,50366,HR,171
937,Susan Orr,50154,HR,172
570,Samuel Andersen Jr.,50119,HR,173
631,Susan Rojas,49304,HR,174
693,Richard Nelson,49035,HR,175
47,Kathleen Armstrong,48731,HR,176
433,Thomas Hernandez,48426,HR,177
68,Tim Thomas,48312,HR,178
965,Dustin Horn,48022,HR,179
100,Joshua Hernandez,47927,HR,180
935,Denise Newman,47235,HR,181
618,Cory Frazier,46967,HR,182
513,Elizabeth Glover,44944,HR,183
383,Alicia Santiago,44745,HR,184
565,Brittany Moore,44357,HR,185
754,Patricia Smith,44210,HR,186
303,Bonnie Berger,44084,HR,187
911,Nicholas Hutchinson,43551,HR,188
596,Raymond Grant,42933,HR,189
951,Thomas Black,42350,HR,190
860,Ashley Butler,42105,HR,191
374,Courtney Brown,41702,HR,192
624,Alyssa Keith,41063,HR,193
589,Jared Wade,40467,HR,194
836,Gregg Matthews,40026,HR,195
875,Danielle Cole,149718,IT,1
64,Lori Navarro,149585,IT,2
900,Katherine Fernandez,148473,IT,3
680,Antonio Brown,148214,IT,4
895,Tim Mcguire,147927,IT,5
962,Andrea Richards,147544,IT,6
251,Billy Palmer,147273,IT,7
938,Nicholas Huang,146906,IT,8
156,Dawn Huffman,146905,IT,9
777,Shelley Burton,146210,IT,10
412,Joel Davis,145758,IT,11
958,Angela James,145327,IT,12
552,Brian Luna,145303,IT,13
751,Sandra Murphy,144385,IT,14
395,Danielle Williams,143742,IT,15
312,Dana Nunez,142894,IT,16
505,Brooke Powers,142828,IT,17
765,Michele Palmer,142786,IT,18
699,Philip Christian,142581,IT,19
87,Scott Harris,141412,IT,20
292,Craig Mosley,141383,IT,21
246,Deborah Thomas,140333,IT,22
715,Samantha Christensen,137305,IT,23
190,Jill Byrd,136660,IT,24
33,Joseph Underwood,136469,IT,25
230,Amber Macdonald,136387,IT,26
460,Cindy Stein,134702,IT,27
743,Anthony Estrada Jr.,134662,IT,28
113,Michelle Robinson,134442,IT,29
528,Heather Sutton,132906,IT,30
274,Marie Norman,130029,IT,31
601,Jason Livingston,130000,IT,32
682,Teresa Mccoy,129666,IT,33
452,Tamara Simmons,129280,IT,34
157,Logan Jones,129034,IT,35
379,Raymond Payne,129016,IT,36
846,James Kirk,128644,IT,37
20,Kevin Wright,128585,IT,38
684,Bobby Franklin,128325,IT,39
790,Corey Lee,127927,IT,40
722,David Johnson,127749,IT,41
506,Pam Perez,127063,IT,42
51,David Benson,126945,IT,43
707,Robert Pollard,126945,IT,43
504,Laura Archer,126756,IT,45
138,Holly Moore,126643,IT,46
58,Erica Taylor,126485,IT,47
558,Thomas Costa,126039,IT,48
119,Becky Cain,125504,IT,49
66,Paul Mclean,125201,IT,50
169,Eric Flores,125097,IT,51
922,David Henderson,124786,IT,52
447,Susan Jones,120947,IT,53
738,Todd Vang,120807,IT,54
563,Alan Bartlett,119269,IT,55
945,Stephanie Gillespie,118756,IT,56
195,Crystal Thomas,118651,IT,57
94,Michelle Obrien,118335,IT,58
105,Austin Morris,117401,IT,59
791,Amy Randolph,116887,IT,60
315,Brian Gibson,115123,IT,61
933,Virginia Hendrix,115038,IT,62
302,Amanda Mcguire,115028,IT,63
817,Dana Chan,113501,IT,64
970,Jessica Jones,113158,IT,65
512,Marcus Gutierrez,113092,IT,66
56,Melissa Boyer,111658,IT,67
385,Patrick Le,111650,IT,68
810,Melissa Johnson,111003,IT,69
314,William Hall,110779,IT,70
950,Ashlee David,109904,IT,71
544,Mary Evans,108717,IT,72
455,Eric Garcia,108710,IT,73
174,Terri Lamb,108548,IT,74
827,Kellie Walters,107589,IT,75
904,Dominique Stone,107269,IT,76
963,Marissa Bradley,107252,IT,77
372,Tanya Rodgers,106314,IT,78
434,Mark Martin,105417,IT,79
40,Rebecca Moody,104091,IT,80
299,Robin Adams,104023,IT,81
90,Nicole Ross,103052,IT,82
428,Amanda Dougherty,102413,IT,83
588,Sheryl Morgan,102382,IT,84
660,Reginald Brown,102312,IT,85
489,Gina Green,100962,IT,86
739,Cindy Rodriguez MD,99923,IT,87
855,Melinda Morgan,99770,IT,88
248,Linda Sandoval,98795,IT,89
483,Brendan Lara,98656,IT,90
944,Beth Frey,97292,IT,91
295,Michael Perry,97285,IT,92
366,Todd Odonnell,95885,IT,93
755,Matthew Clarke,95635,IT,94
594,Madison Brown,94599,IT,95
579,Stacy Browning,92036,IT,96
599,Melissa Smith,91623,IT,97
640,Daniel Gomez,91556,IT,98
364,Amy Washington,90909,IT,99
839,Melissa Norris,90586,IT,100
359,Martha Schultz,89675,IT,101
866,Sandra Werner,87946,IT,102
620,Curtis Holt,87763,IT,103
437,Jasmine Edwards,87751,IT,104
375,Cynthia Proctor,86125,IT,105
240,Andrea Henderson,85290,IT,106
779,Nicole Lane,85224,IT,107
110,Kiara Richardson,84905,IT,108
510,Jordan Smith,84832,IT,109
789,Valerie Moreno,84831,IT,110
193,Rachel Richards,83815,IT,111
322,Brendan Turner,83571,IT,112
534,John Rosales,83264,IT,113
652,Mr. Ryan Carter,82007,IT,114
626,Timothy Figueroa,81814,IT,115
917,Todd Sparks,81608,IT,116
503,Louis Lynch,81525,IT,117
160,Alexandra Roman,81495,IT,118
471,Marc Lowe,80976,IT,119
905,Edward Freeman,80724,IT,120
576,Rebecca Martinez,79443,IT,121
719,Andrew Bell,79203,IT,122
39,Nicole Roberts,78833,IT,123
112,Christopher Cook,78734,IT,124
120,Brian Green,78065,IT,125
792,Timothy Hunt,77656,IT,126
270,Christopher Anderson,77466,IT,127
271,Albert Thompson,77234,IT,128
886,James Huynh,76137,IT,129
583,Brian Scott,76032,IT,130
458,Benjamin Clark,75927,IT,131
125,Kendra Palmer,75135,IT,132
636,Scott Harrison,74859,IT,133
377,Tracy Brown,74629,IT,134
49,Michael Jackson,73742,IT,135
989,Alex Hernandez,73212,IT,136
316,Kim Harrison,72089,IT,137
747,Michelle Allen,71252,IT,138
459,Gary Lawson,70969,IT,139
954,Jacqueline Lee,69710,IT,140
464,Melissa Moore,69260,IT,141
678,Ann Ortiz,68726,IT,142
543,Mrs. Jennifer Blackwell,68601,IT,143
23,Lynn Perez,68030,IT,144
499,Robert Manning,67078,IT,145
70,Brian Thomas,66433,IT,146
481,Wendy Castillo,65870,IT,147
148,Andrea Rodriguez,65615,IT,148
495,Brian Walker,65073,IT,149
987,Deborah Browning,64944,IT,150
50,Eugene Moore,63399,IT,151
581,Sandra Washington,63207,IT,152
334,Johnathan Mcgee,62544,IT,153
321,Kylie Hood,61897,IT,154
538,Tony Patterson,60825,IT,155
153,Robert Garcia,60323,IT,156
298,Carol Potter,58708,IT,157
697,Henry Francis,58176,IT,158
943,Christopher Robinson,57157,IT,159
318,Michelle Brown,56391,IT,160
409,Robin French,55811,IT,161
352,Billy Harris,55646,IT,162
80,William Bartlett,54948,IT,163
38,Kathleen Rhodes,53535,IT,164
258,Holly Wright,53492,IT,165
344,Stacey Clark,53232,IT,166
343,Valerie Gibbs,52978,IT,167
183,Leonard Perkins,52555,IT,168
649,Henry Ryan,52522,IT,169
635,Douglas Stuart,52469,IT,170
296,Holly Solis,52293,IT,171
491,Andrew Weaver,52210,IT,172
549,Catherine Guerra,51055,IT,173
776,Mary Castro,50138,IT,174
882,David Dickerson,49773,IT,175
856,Yvonne Baker,49464,IT,176
787,Kimberly Jones,49455,IT,177
54,Zachary Nelson,48696,IT,178
172,Claudia Williams,48304,IT,179
822,Allison Day,47980,IT,180
569,Corey Rios,47715,IT,181
265,Michael Figueroa,46541,IT,182
206,Patricia Martinez,46236,IT,183
304,Richard Lewis,45829,IT,184
443,Christopher Hart,45334,IT,185
748,Jennifer Gibbs,44851,IT,186
694,Rachael Schwartz,43942,IT,187
906,Brianna Hughes,43695,IT,188
75,Willie Richards,43598,IT,189
429,Joshua Lopez,43356,IT,190
527,James Hammond,43256,IT,191
816,Christina Hansen,42680,IT,192
34,William Thomas,41601,IT,193
567,Allen Miller,41491,IT,194
400,Denise Jones,40607,IT,195
916,Jacob Rodriguez,40170,IT,196
785,Nicole Burton,40047,IT,197
388,John Alvarado,149507,Marketing,1
474,Jason Smith,149100,Marketing,2
888,Crystal Meyer,148664,Marketing,3
272,Frank Martin,148027,Marketing,4
749,Nicholas Johnson,147239,Marketing,5
340,James Stevens,146917,Marketing,6
733,Geoffrey Vincent,146162,Marketing,7
985,Jessica Herrera,144716,Marketing,8
829,Kevin Grant,143312,Marketing,9
21,Sonya Allen MD,142665,Marketing,10
317,Tracy Mitchell,142159,Marketing,11
907,Daniel Barton,141300,Marketing,12
600,Charles Melton,140513,Marketing,13
14,Ryan Wood,140456,Marketing,14
371,Sherry Johnston,140447,Marketing,15
123,Karen Coffey,140328,Marketing,16
812,Lisa Flores,140120,Marketing,17
876,John Richards,139782,Marketing,18
685,Charles Harris,139554,Marketing,19
566,Paul Fernandez,139401,Marketing,20
627,Jessica Rasmussen,138674,Marketing,21
964,Karen Maldonado,138593,Marketing,22
821,Stacey Wright,138465,Marketing,23
869,Madison Bird,137444,Marketing,24
99,Catherine Sullivan,136438,Marketing,25
104,Kevin Mercer,134344,Marketing,26
619,Alexander Hughes,134208,Marketing,27
283,Michael Jackson,134125,Marketing,28
269,Lisa Franklin,134016,Marketing,29
444,Natalie Young,133653,Marketing,30
610,Carolyn Choi,132754,Marketing,31
288,Alyssa Young,132011,Marketing,32
542,Michele Butler,130495,Marketing,33
702,Jared Martin,130346,Marketing,34
136,Matthew Hanson,128369,Marketing,35
826,Megan Shaw,127873,Marketing,36
384,Vanessa Stewart,127447,Marketing,37
521,Larry Sanchez,126908,Marketing,38
850,Jennifer White,126663,Marketing,39
655,Raymond Foster,125916,Marketing,40
31,Andrea Randall,125146,Marketing,41
22,Timothy Cox,124583,Marketing,42
357,Misty Anderson,124207,Marketing,43
472,Michelle Smith,123857,Marketing,44
629,Jasmine Brown,123673,Marketing,45
868,Anthony Bowman,123383,Marketing,46
824,Mark Hughes,122797,Marketing,47
151,Lorraine Garcia,122474,Marketing,48
957,Victor Price,122296,Marketing,49
28,James Sherman,120389,Marketing,50
380,Ronald Berry,120047,Marketing,51
625,Michele Soto,119093,Marketing,52
332,Jeffery Foley,118983,Marketing,53
658,Hannah Alexander,118248,Marketing,54
879,David Bradshaw,115805,Marketing,55
670,Tina Perez,115453,Marketing,56
103,Jeffery Martin,114972,Marketing,57
232,Sara Mcguire,113674,Marketing,58
475,Mark Green,113501,Marketing,59
439,Danielle Brown,113094,Marketing,60
146,Michael White,112550,Marketing,61
852,Jennifer Maynard,110795,Marketing,62
746,Christopher Hudson,110749,Marketing,63
735,Lauren Moore,110724,Marketing,64
666,Joshua Daniels,110533,Marketing,65
261,Jill Moyer,110526,Marketing,66
784,John Barnes,109324,Marketing,67
676,Mario Ponce,108421,Marketing,68
648,Michael Hardy,108100,Marketing,69
346,Douglas Mckenzie,107675,Marketing,70
273,Stephanie Pierce,106981,Marketing,71
555,Lauren Webb,104638,Marketing,72
278,Victor Weeks,104484,Marketing,73
44,Dylan Dominguez,104031,Marketing,74
323,Cassandra Arnold,103874,Marketing,75
548,Ashley Crawford,103311,Marketing,76
981,Kenneth Medina,103283,Marketing,77
716,Jonathan Rodriguez,103244,Marketing,78
217,Kelly Wyatt,102671,Marketing,79
621,Christina Murphy,102648,Marketing,80
220,Jennifer Garcia,102402,Marketing,81
29,Amber Silva,102322,Marketing,82
949,Shelby White,101891,Marketing,83
794,Deanna Ross,100759,Marketing,84
533,Loretta Espinoza,100209,Marketing,85
921,Mark Peters,99952,Marketing,86
43,Julie Blankenship,99205,Marketing,87
305,Chris Jones,98172,Marketing,88
530,Laura Phillips,98004,Marketing,89
546,Dr. Matthew Harris,97946,Marketing,90
221,Richard White,97611,Marketing,91
998,Collin Schneider,97279,Marketing,92
367,Amanda Clark,97212,Marketing,93
79,Gregory Dean,96970,Marketing,94
275,Marvin Dixon,96593,Marketing,95
457,Stephanie Richardson,96426,Marketing,96
482,David Roberts III,96251,Marketing,97
728,Brian Clarke,96132,Marketing,98
256,Richard Martin,95638,Marketing,99
634,Amber Bass,95143,Marketing,100
726,Lori Ellis,94570,Marketing,101
185,Bradley Mullins,94361,Marketing,102
622,Jamie Wilson,92920,Marketing,103
927,Jennifer Gonzalez,92750,Marketing,104
646,Sean Lambert,92464,Marketing,105
713,Miss Dawn Fox,92416,Marketing,106
720,Leslie Walters,91734,Marketing,107
724,Leslie Lee,91672,Marketing,108
623,Nathan Booker,90504,Marketing,109
205,John Schneider,88925,Marketing,110
181,Cody Ross,88863,Marketing,111
500,Ryan Lopez,88642,Marketing,112
598,Lisa Cobb,87226,Marketing,113
650,Megan Fields,86811,Marketing,114
633,Nathaniel Chaney,86314,Marketing,115
320,Travis Allen,86128,Marketing,116
358,Troy Fuller,85299,Marketing,117
740,Donna Johnson,85054,Marketing,118
27,Jennifer Fuller,84883,Marketing,119
999,Kari Hernandez,82887,Marketing,120
486,Benjamin Bryant,81921,Marketing,121
919,Timothy Wood,81406,Marketing,122
3,Ricky Rogers,81006,Marketing,123
95,Joel Vincent,80539,Marketing,124
46,Brenda Taylor,80089,Marketing,125
200,Lance Williams,79789,Marketing,126
84,Meredith Jones,79729,Marketing,127
786,Gabriel Hamilton,79682,Marketing,128
818,Daisy Scott,79422,Marketing,129
690,Nicholas Brown,79302,Marketing,130
511,Sherri Wilson,78070,Marketing,131
696,Mrs. Julia Gordon,77966,Marketing,132
992,Anthony Mendoza,77502,Marketing,133
485,Lori Lang,77427,Marketing,134
590,Cheyenne Martin,76713,Marketing,135
178,Melanie Schaefer,76656,Marketing,136
771,Alexandra Lester,75343,Marketing,137
290,Diana Gray,73472,Marketing,138
466,Gail Velasquez MD,72307,Marketing,139
451,Christine Arnold,72000,Marketing,140
